WYBÓR 	WYBÓRC 	WYBÓRD 	Identyfikator 	Indeks 	Asortyment 	Cena brutto 	jm 	Cena jednostki 	Cena opakowania 	PUSTY0 	Ident. 	S_Indeks 	S_Identyfikator 	S_Asortyment 	S_Cena brutto 	PUSTY1 
467	2.0307500000002014	12.039229999998515	 VENUS PIANKA D/W£OSÓW 225ML	5901501005370	KOSMETYKI	4,99	szt			=	22794	5901501005370	VENUS PIANKA D/W£OSÓW 225ML	KOSMETYKI	4,99	
468	2.0307600000002015	12.039239999998514	 VENUS PIANKA D/GOLENIA DAMSK.200ML	5901501004724	KOSMETYKI	7,99	szt	cena 39.95z³/l		=	21470	5901501004724	VENUS PIANKA D/GOLENIA DAMSK.200ML	KOSMETYKI	7,99	
469	2.0307700000002016	12.039249999998514	 VENUS LAKIER D/W£OSÓW 270ML	5901501005356	KOSMETYKI	4,99	szt			=	21815	5901501005356	VENUS LAKIER D/W£OSÓW 270ML	KOSMETYKI	4,99	
470	2.0307800000002016	12.039259999998514	 VENUS KREM 50ML WITAMINA E+PROTEIN	5901501017182	KOSMETYKI	1,99	szt			=	12753	5901501017182	VENUS KREM 50ML WITAMINA E+PROTEIN	KOSMETYKI	1,99	
471	2.0307900000002017	12.039269999998513	 VENUS KR.RODZ.250ML	5901501004731	KOSMETYKI	7,5	szt	cena 30.00z³/l		=	14270	5901501004731	VENUS KR.RODZ.250ML	KOSMETYKI	7,5	
472	2.0308000000002018	12.039279999998513	 VENUS BALSAM DO CIA£A 400ML	5901501012545	KOSMETYKI	9,99	szt			=	17880	5901501012545	VENUS BALSAM DO CIA£A 400ML	KOSMETYKI	9,99	
473	2.030810000000202	12.039289999998513	 VENUS BAL.200ML P/GOLENIU I DEPIL	5901501011296	KOSMETYKI	7,5	szt			=	27958	5901501011296	VENUS BAL.200ML P/GOLENIU I DEPIL	KOSMETYKI	7,5	
474	2.030820000000202	12.039299999998512	 VENITA LAKIER D/PAZN.10ML	5025	KOSMETYKI	4,8	szt			=	10216	5025	VENITA LAKIER D/PAZN.10ML	KOSMETYKI	4,8	
475	2.030830000000202	12.039309999998512	 VENITA LAK.75ML Z£.BROKAT	5902101400022	KOSMETYKI	6,3	szt			=	13555	5902101400022	VENITA LAK.75ML Z£.BROKAT	KOSMETYKI	6,3	
476	2.030840000000202	12.039319999998511	 VENITA LAK.75ML SR.BROKAT	5902101400015	KOSMETYKI	6,3	szt			=	26431	5902101400015	VENITA LAK.75ML SR.BROKAT	KOSMETYKI	6,3	
477	2.030850000000202	12.039329999998511	 VENITA HENNA 15G	5902101302074	KOSMETYKI	2,5	szt			=	17039	5902101302074	VENITA HENNA 15G	KOSMETYKI	2,5	
478	2.030860000000202	12.03933999999851	 VELVET PATYCZKI A200 BOX	5901478995919	HIGIENA	2,4	op			=	22977	5901478995919	VELVET PATYCZKI A200 BOX	HIGIENA	2,4	
479	2.0308700000002022	12.03934999999851	 VELVET CHUSTECZKI NAW.A64	VELVET_CH64	PAPIER	3,99	op			=	27090	VELVET_CH64	VELVET CHUSTECZKI NAW.A64	PAPIER	3,99	
480	2.0308800000002023	12.03935999999851	 VEET PLASTRY DEP.RÓ¯A A10	3059944022415	KOSMETYKI	19,99	szt			=	11084	3059944022415	VEET PLASTRY DEP.RÓ¯A A10	KOSMETYKI	19,99	
481	2.0308900000002024	12.03936999999851	 VEET PLASTRY DEP..A12	VEETPL12	KOSMETYKI	19,99	op			=	11654	VEETPL12	VEET PLASTRY DEP..A12	KOSMETYKI	19,99	
482	2.0309000000002024	12.03937999999851	 VEET PLASTRY DEP. A20 TWARZ	5900627024128	KOSMETYKI	19,99	szt			=	13998	5900627024128	VEET PLASTRY DEP. A20 TWARZ	KOSMETYKI	19,99	
483	2.0309100000002025	12.039389999998509	 VEET KREM DO DEPILACJI 90ML	3059944022316	KOSMETYKI	16,99	szt			=	29273	3059944022316	VEET KREM DO DEPILACJI 90ML	KOSMETYKI	16,99	
484	2.0309200000002026	12.039399999998508	 VEET KREM DO DEPILACJI 100ML	VEET100	KOSMETYKI	17,99	szt	cena 179.90z³/l		=	21648	VEET100	VEET KREM DO DEPILACJI 100ML	KOSMETYKI	17,99	
485	2.0309300000002026	12.039409999998508	 VASELINE ZEST_KR+BAL+WAZEL ADV REP	8710908243790	KOSMETYKI	23,99	szt			=	31148	8710908243790	VASELINE ZEST_KR+BAL+WAZEL ADV REP	KOSMETYKI	23,99	
486	2.0309400000002027	12.039419999998508	 VASELINE ZEST.X16 KR.R¥K+BAL SPR+W	8710908600234	KOSMETYKI	32,0	szt			=	19479	8710908600234	VASELINE ZEST.X16 KR.R¥K+BAL SPR+W	KOSMETYKI	32,0	
487	2.0309500000002028	12.039429999998507	 VASELINE ZEST.X16 KR.R¥K+BAL BUT+W	8710908601224	KOSMETYKI	24,99	szt			=	24799	8710908601224	VASELINE ZEST.X16 KR.R¥K+BAL BUT+W	KOSMETYKI	24,99	
488	2.030960000000203	12.039439999998507	 VANITY SOFT KR.DEP.UO 100ML BIKINI	5902169014032	KOSMETYKI	11,99	szt			=	15252	5902169014032	VANITY SOFT KR.DEP.UO 100ML BIKINI	KOSMETYKI	11,99	
489	2.030970000000203	12.039449999998507	 VANITY SOFT KR.DEP.UN 100ML BIKINI	5902169014049	KOSMETYKI	11,99	szt	cena 59.95z³/l		=	19642	5902169014049	VANITY SOFT KR.DEP.UN 100ML BIKINI	KOSMETYKI	11,99	
490	2.030980000000203	12.039459999998506	 VANITY SOFT KR.DEP.UD 100ML TWARZ	5902169014056	KOSMETYKI	11,99	szt	cena 59.95z³/l		=	14695	5902169014056	VANITY SOFT KR.DEP.UD 100ML TWARZ	KOSMETYKI	11,99	
491	2.030990000000203	12.039469999998506	 VANITY LASER KR.DEP_NOGI 100ML	5902169009298	KOSMETYKI	12,99	szt			=	15901	5902169009298	VANITY LASER KR.DEP_NOGI 100ML	KOSMETYKI	12,99	
492	2.031000000000203	12.039479999998505	 VANITY LASER KR.DEP_BIKINI 100ML	5902169009304	KOSMETYKI	12,99	szt			=	27190	5902169009304	VANITY LASER KR.DEP_BIKINI 100ML	KOSMETYKI	12,99	
493	2.031010000000203	12.039489999998505	 VANITY KR.DEP_LE.TWARZ/PACHY 100ML	5902169009311	KOSMETYKI	10,99	szt			=	16101	5902169009311	VANITY KR.DEP_LE.TWARZ/PACHY 100ML	KOSMETYKI	10,99	
494	2.031020000000203	12.039499999998505	 VANITY KR.DEP.RUMIANEK 100ML	5904879006802	KOSMETYKI	7,98	szt	cena 79.80z³/l		=	26457	5904879006802	VANITY KR.DEP.RUMIANEK 100ML	KOSMETYKI	7,98	
495	2.0310300000002033	12.039509999998504	 VANITY KR.DEP.KASZTAN 100ML	5902169002985	KOSMETYKI	7,98	szt			=	13618	5902169002985	VANITY KR.DEP.KASZTAN 100ML	KOSMETYKI	7,98	
496	2.0310400000002033	12.039519999998504	 VANITY KR.DEP.CZ.OLIWKA 100ML	5902169002978	KOSMETYKI	7,98	szt			=	13613	5902169002978	VANITY KR.DEP.CZ.OLIWKA 100ML	KOSMETYKI	7,98	
497	2.0310500000002034	12.039529999998503	 VANITY KR.DEP.CUKROWY 100ML	5904879000022	KOSMETYKI	7,98	szt			=	18876	5904879000022	VANITY KR.DEP.CUKROWY 100ML	KOSMETYKI	7,98	
498	2.0310600000002035	12.039539999998503	 VANITY KR.DEP.BAWE£NA 100ML	5902169008819	KOSMETYKI	7,98	szt			=	23544	5902169008819	VANITY KR.DEP.BAWE£NA 100ML	KOSMETYKI	7,98	
499	2.0310700000002035	12.039549999998503	 VANITY KR.DEP.AVOKADO 100ML	5902169008826	KOSMETYKI	7,98	szt			=	21149	5902169008826	VANITY KR.DEP.AVOKADO 100ML	KOSMETYKI	7,98	
500	2.0310800000002036	12.039559999998502	 VANITY KR.DEP.ALOES 100ML	5904879006819	KOSMETYKI	7,98	szt	cena 79.80z³/l		=	26458	5904879006819	VANITY KR.DEP.ALOES 100ML	KOSMETYKI	7,98	
501	2.0310900000002037	12.039569999998502	 VANITY DEP.40ML KREM+MLECZKO	5902169004286	KOSMETYKI	2,2	szt			=	28820	5902169004286	VANITY DEP.40ML KREM+MLECZKO	KOSMETYKI	2,2	
502	2.0311000000002037	12.039579999998502	 VANISH P£.D/FIRAN 500ML	5900627012644	CHEMIA	9,99	szt	cena 19.98z³/l		=	19874	5900627012644	VANISH P£.D/FIRAN 500ML	CHEMIA	9,99	
503	2.031110000000204	12.039589999998501	 VANISH P£.D/FIRAN 125ML	5900627014389	CHEMIA	3,3	szt	cena 26.40z³/l		=	14669	5900627014389	VANISH P£.D/FIRAN 125ML	CHEMIA	3,3	
504	2.031120000000204	12.0395999999985	 VANISH P£.1L ODPLAM.RÓ¯OWY	5900627006315	CHEMIA	9,99	szt	cena 9.99z³/l		=	10537	5900627006315	VANISH P£.1L ODPLAM.RÓ¯OWY	CHEMIA	9,99	
505	2.031130000000204	12.0396099999985	 VANISH P£.1L ODPL.WHITE	5900627027136	CHEMIA	9,99	szt	cena 9.99z³/l		=	23319	5900627027136	VANISH P£.1L ODPL.WHITE	CHEMIA	9,99	
506	2.031140000000204	12.0396199999985	 VANISH PR.D/FIRAN 400G	5900627030341	CHEMIA	9,99	szt	cena 24.97z³/kg		=	21644	5900627030341	VANISH PR.D/FIRAN 400G	CHEMIA	9,99	
507	2.031150000000204	12.0396299999985	 VANISH PR.D/DYWAN.650G CLEAN&FRESH	5900627056297	CHEMIA	19,99	szt	cena 30.75z³/kg		=	26763	5900627056297	VANISH PR.D/DYWAN.650G CLEAN&FRESH	CHEMIA	19,99	
508	2.031160000000204	12.0396399999985	 VANISH OXI PR.WHITE 500G	5900627031256	CHEMIA	16,99	szt	cena 33.98z³/kg		=	26379	5900627031256	VANISH OXI PR.WHITE 500G	CHEMIA	16,99	
509	2.031170000000204	12.039649999998499	 VANISH OXI PR.REG.500	5900627030983	CHEMIA	16,99	szt	cena 28.32z³/kg		=	23136	5900627030983	VANISH OXI PR.REG.500	CHEMIA	16,99	
510	2.0311800000002043	12.039659999998499	 VANISH OXI PR.250G ODPL.	5900627032109	CHEMIA	8,99	szt	cena 35.96z³/kg		=	18723	5900627032109	VANISH OXI PR.250G ODPL.	CHEMIA	8,99	
511	2.0311900000002043	12.039669999998498	 VANISH OXI PR.1KG ODPL.	5011417544556	CHEMIA	29,99	szt	cena 29.99z³/kg		=	20114	5011417544556	VANISH OXI PR.1KG ODPL.	CHEMIA	29,99	
512	2.0312000000002044	12.039679999998498	 VANISH OXI CR.SASZ.30G WHITE	5900627030990	CHEMIA	2,99	szt	cena 99.67z³/kg		=	11764	5900627030990	VANISH OXI CR.SASZ.30G WHITE	CHEMIA	2,99	
513	2.0312100000002045	12.039689999998497	 VANISH OXI CR.SAS.30G REGULAR	5900627023794	CHEMIA	2,99	szt	cena 99.67z³/kg		=	24720	5900627023794	VANISH OXI CR.SAS.30G REGULAR	CHEMIA	2,99	
514	2.0312200000002045	12.039699999998497	 VANISH ODPL.SPRAY 500ML D/DYWANÓW	5011417537930	CHEMIA	22,99	szt	cena 45.98z³/l		=	22890	5011417537930	VANISH ODPL.SPRAY 500ML D/DYWANÓW	CHEMIA	22,99	
515	2.0312300000002046	12.039709999998497	 VANISH ODPL.PR. 30G GOLD	5900627063776	CHEMIA	3,99	szt			=	21220	5900627063776	VANISH ODPL.PR. 30G GOLD	CHEMIA	3,99	
516	2.0312400000002047	12.039719999998496	 VANISH MYD£O KOSM. 75G ODPLAMIACZ	5900627064193	CHEMIA	6,99	szt			=	27066	5900627064193	VANISH MYD£O KOSM. 75G ODPLAMIACZ	CHEMIA	6,99	
517	2.0312500000002047	12.039729999998496	 VANISH D/DYWAN.ODKURZ.500ML	5900627012910	CHEMIA	8,99	szt	cena 17.98z³/l		=	18146	5900627012910	VANISH D/DYWAN.ODKURZ.500ML	CHEMIA	8,99	
518	2.031260000000205	12.039739999998496	 VANISH D/DYWAN.3W1 CLASSIC 500ML	5900627031287	CHEMIA	8,99	szt	cena 17.98z³/l		=	19263	5900627031287	VANISH D/DYWAN.3W1 CLASSIC 500ML	CHEMIA	8,99	
519	2.031270000000205	12.039749999998495	 VANISH D/DYWAN.2W1 CYTRYNA 500ML	5900627012477	CHEMIA	8,99	szt	cena 17.98z³/l		=	16070	5900627012477	VANISH D/DYWAN.2W1 CYTRYNA 500ML	CHEMIA	8,99	
520	2.031280000000205	12.039759999998495	 VADEMECUM 75ML PRO VITAMINUM	9000100791885	KOSMETYKI	6,99	szt	cena 9.32z³/100ml		=	15411	9000100791885	VADEMECUM 75ML PRO VITAMINUM	KOSMETYKI	6,99	
521	2.031290000000205	12.039769999998494	 VADEMECUM 75ML EXPERT	9000100724777	KOSMETYKI	5,79	szt	cena 7.72z³/100ml		=	26958	9000100724777	VADEMECUM 75ML EXPERT	KOSMETYKI	5,79	
522	2.031300000000205	12.039779999998494	 VADEMECUM 75ML 2W1	9000100498760	KOSMETYKI	5,79	szt	cena 7.72z³/100ml		=	26555	9000100498760	VADEMECUM 75ML 2W1	KOSMETYKI	5,79	
523	2.031310000000205	12.039789999998494	 UNI CHUST.ODŒ.NAT.A"15	8692190001510	HIGIENA	0,99	op			=	19522	8692190001510	UNI CHUST.ODŒ.NAT.A"15	HIGIENA	0,99	
524	2.031320000000205	12.039799999998493	 UNI CHUST.NAW.FRUTTI A"15	8692190005792	HIGIENA	2,99	op			=	13155	8692190005792	UNI CHUST.NAW.FRUTTI A"15	HIGIENA	2,99	
525	2.0313300000002052	12.039809999998493	 ULTIME ZEST_OMEGA REPAIR	3838824318257	KOSMETYKI	34,0	szt			=	18206	3838824318257	ULTIME ZEST_OMEGA REPAIR	KOSMETYKI	34,0	
526	2.0313400000002053	12.039819999998493	 ULTIME ZEST_COLOR PROTECT	3838824318271	KOSMETYKI	34,0	szt			=	13241	3838824318271	ULTIME ZEST_COLOR PROTECT	KOSMETYKI	34,0	
527	2.0313500000002054	12.039829999998492	 TYTAN ¯EL 500G KAM.I RDZA	5900657027830	CHEMIA	5,49	szt	cena 10.98z³/kg		=	13906	5900657027830	TYTAN ¯EL 500G KAM.I RDZA	CHEMIA	5,49	
528	2.0313600000002054	12.039839999998492	 TYTAN ¯EL 0,5L D/PRZYP.	5900657028233	CHEMIA	4,99	szt	cena 9.98z³/l		=	17217	5900657028233	TYTAN ¯EL 0,5L D/PRZYP.	CHEMIA	4,99	
529	2.0313700000002055	12.039849999998491	 TYTAN ZMYWACZ 500G D/EMULSJI	5900657013451	CHEMIA	4,49	szt	cena 8.98z³/kg		=	14148	5900657013451	TYTAN ZMYWACZ 500G D/EMULSJI	CHEMIA	4,49	
530	2.0313800000002056	12.039859999998491	 TYTAN WC P£YN 700G	5900657217927	CHEMIA	3,99	szt	cena 5.70z³/kg		=	13787	5900657217927	TYTAN WC P£YN 700G	CHEMIA	3,99	
531	2.0313900000002056	12.03986999999849	 TYTAN WC P£YN 1,2L	5900657279703	CHEMIA	7,99	szt	cena 6.66z³/l		=	28233	5900657279703	TYTAN WC P£YN 1,2L	CHEMIA	7,99	
532	2.0314000000002057	12.03987999999849	 TYTAN WC 5L P£YN	5900657027939	CHEMIA	29,99	szt	cena 6.00z³/l		=	16591	5900657027939	TYTAN WC 5L P£YN	CHEMIA	29,99	
533	2.0314100000002058	12.03988999999849	 TYTAN EMULSJA 450G DO POD£ÓG	5900657013406	CHEMIA	7,4	szt	cena 16.44z³/kg		=	13946	5900657013406	TYTAN EMULSJA 450G DO POD£ÓG	CHEMIA	7,4	
534	2.031420000000206	12.03989999999849	 TYTAN 5L P£.D/SZYB NIEBIESKI	5900657271806	CHEMIA	14,99	szt	cena 3.00z³/l		=	27957	5900657271806	TYTAN 5L P£.D/SZYB NIEBIESKI	CHEMIA	14,99	
535	2.031430000000206	12.039909999998489	 TYTAN 5L KONC.D/MYCIA POW.	5900657027427	CHEMIA	15,99	szt	cena 3.20z³/l		=	16437	5900657027427	TYTAN 5L KONC.D/MYCIA POW.	CHEMIA	15,99	
536	2.031440000000206	12.039919999998489	 TYTAN 500G ZAP.KAM/RDZA	5900657278904	CHEMIA	5,79	szt	cena 11.58z³/kg		=	22099	5900657278904	TYTAN 500G ZAP.KAM/RDZA	CHEMIA	5,79	
537	2.031450000000206	12.039929999998488	 TYTAN 500G P£.UNIW.SPRAY	5900657212205	CHEMIA	6,99	szt	cena 13.98z³/l		=	26599	5900657212205	TYTAN 500G P£.UNIW.SPRAY	CHEMIA	6,99	
538	2.031460000000206	12.039939999998488	 TYTAN 500G P£.KAM.I RDZA	5900657027861	CHEMIA	6,99	szt	cena 13.98z³/l		=	16035	5900657027861	TYTAN 500G P£.KAM.I RDZA	CHEMIA	6,99	
539	2.031470000000206	12.039949999998488	 TYTAN 500G P£.D/PRZYP.SPRAY	5900657282604	CHEMIA	6,99	szt	cena 13.98z³/l		=	14743	5900657282604	TYTAN 500G P£.D/PRZYP.SPRAY	CHEMIA	6,99	
540	2.0314800000002062	12.039959999998487	 TYTAN 500G P£.D/KUCH.SPRAY	5900657275101	CHEMIA	6,99	szt	cena 13.98z³/l		=	26605	5900657275101	TYTAN 500G P£.D/KUCH.SPRAY	CHEMIA	6,99	
541	2.0314900000002063	12.039969999998487	 TYTAN 500G P£.D/KOMIN/GRIL SPRAY	5900657284103	CHEMIA	6,99	szt	cena 13.98z³/kg		=	20961	5900657284103	TYTAN 500G P£.D/KOMIN/GRIL SPRAY	CHEMIA	6,99	
542	2.0315000000002064	12.039979999998486	 TYTAN 500G P£.D/CERAMICZN.	5900657283106	CHEMIA	6,99	szt	cena 13.98z³/l		=	29234	5900657283106	TYTAN 500G P£.D/CERAMICZN.	CHEMIA	6,99	
543	2.0315100000002064	12.039989999998486	 TYTAN 450G D/PANELI	5900657013819	CHEMIA	5,79	szt	cena 12.87z³/kg		=	20945	5900657013819	TYTAN 450G D/PANELI	CHEMIA	5,79	
544	2.0315200000002065	12.039999999998486	 TWÓJ P£YN 5L D/NACZYÑ	5903462000692	CHEMIA	5,99	szt	cena 1.20z³/l		=	10713	5903462000692	TWÓJ P£YN 5L D/NACZYÑ	CHEMIA	5,99	
545	2.0315300000002066	12.040009999998485	 TWÓJ 5L P£.D/PR.AUTOMAT	5903462005048	CHEMIA	9,99	szt	cena 2.00z³/l		=	21653	5903462005048	TWÓJ 5L P£.D/PR.AUTOMAT	CHEMIA	9,99	
546	2.0315400000002066	12.040019999998485	 TRIX SÓL 600G D/ZMYWAREK	5900308772829	CHEMIA	2,99	szt	cena 4.98z³/kg		=	28821	5900308772829	TRIX SÓL 600G D/ZMYWAREK	CHEMIA	2,99	
547	2.0315500000002067	12.040029999998485	 TRIX PR.450G CR.D/ZMYWAREK	5900308772812	CHEMIA	5,99	szt	cena 13.31z³/kg		=	13347	5900308772812	TRIX PR.450G CR.D/ZMYWAREK	CHEMIA	5,99	
548	2.0315600000002068	12.040039999998484	 TRIX 5L P£.UN.ZIEL.OGRÓD	5900308771297	CHEMIA	8,99	szt	cena 1.80z³/l		=	28214	5900308771297	TRIX 5L P£.UN.ZIEL.OGRÓD	CHEMIA	8,99	
549	2.031570000000207	12.040049999998484	 TRIX 5L P£.UN.BEZ-KONWALIA	5900308770627	CHEMIA	8,99	szt	cena 1.80z³/l		=	28219	5900308770627	TRIX 5L P£.UN.BEZ-KONWALIA	CHEMIA	8,99	
550	2.031580000000207	12.040059999998483	 TRIUMF PERE£KI SUNNY FRUITS 110G	4260266150468	CHEMIA	7,98	szt			=	14206	4260266150468	TRIUMF PERE£KI SUNNY FRUITS 110G	CHEMIA	7,98	
551	2.031590000000207	12.040069999998483	 TRIUMF PERE£KI SUMMER SKY 110G	4260266150369	CHEMIA	7,98	szt			=	10160	4260266150369	TRIUMF PERE£KI SUMMER SKY 110G	CHEMIA	7,98	
552	2.031600000000207	12.040079999998483	 TRIUMF PERE£KI ROSE 110G	4260266150444	CHEMIA	7,98	szt			=	27806	4260266150444	TRIUMF PERE£KI ROSE 110G	CHEMIA	7,98	
553	2.031610000000207	12.040089999998482	 TRIUMF PERE£KI RED FRUITS 110G	4260266150482	CHEMIA	7,98	szt			=	16121	4260266150482	TRIUMF PERE£KI RED FRUITS 110G	CHEMIA	7,98	
554	2.031620000000207	12.040099999998482	 TRIUMF PERE£KI LIME 110G	4260266150376	CHEMIA	7,98	szt			=	12896	4260266150376	TRIUMF PERE£KI LIME 110G	CHEMIA	7,98	
555	2.031630000000207	12.040109999998482	 TRIUMF 1L WINDFRISCH	4260266150673	CHEMIA	5,99	szt			=	22842	4260266150673	TRIUMF 1L WINDFRISCH	CHEMIA	5,99	
556	2.0316400000002073	12.040119999998481	 TRIUMF 1L SOMMERBRISE	4260266150697	CHEMIA	2,99	szt			=	12512	4260266150697	TRIUMF 1L SOMMERBRISE	CHEMIA	2,99	
557	2.0316500000002073	12.04012999999848	 TRIUMF 1L SENSITIVE	4260266150666	CHEMIA	5,99	szt			=	30452	4260266150666	TRIUMF 1L SENSITIVE	CHEMIA	5,99	
558	2.0316600000002074	12.04013999999848	 TRIUMF 1L ROSENTRAUM	4260266150680	CHEMIA	2,99	szt			=	20311	4260266150680	TRIUMF 1L ROSENTRAUM	CHEMIA	2,99	
559	2.0316700000002075	12.04014999999848	 TOMIK P£.0,5L LEMOND/NACZ.	8595025800510	CHEMIA	2,29	szt	cena 4.58z³/l		=	20048	8595025800510	TOMIK P£.0,5L LEMOND/NACZ.	CHEMIA	2,29	
560	2.0316800000002075	12.04015999999848	 TOMIK 0,75L LEMON D/SZYB	8595025811004	CHEMIA	4,49	szt	cena 5.99z³/l		=	25090	8595025811004	TOMIK 0,75L LEMON D/SZYB	CHEMIA	4,49	
561	2.0316900000002076	12.04016999999848	 TOMIK 0,75L ACTIVE D/SZYB	8595025810991	CHEMIA	4,49	szt	cena 5.99z³/l		=	16318	8595025810991	TOMIK 0,75L ACTIVE D/SZYB	CHEMIA	4,49	
562	2.0317000000002077	12.040179999998479	 TIVERTON EDT TOP MODEL WOMEN 100ML	6924574530548	KOSMETYKI	35,0	szt			=	14952	6924574530548	TIVERTON EDT TOP MODEL WOMEN 100ML	KOSMETYKI	35,0	
563	2.0317100000002077	12.040189999998478	 TIVERTON EDT 100ML S.MILAN MODEL	6924574589546	KOSMETYKI	19,99	szt			=	22180	6924574589546	TIVERTON EDT 100ML S.MILAN MODEL	KOSMETYKI	19,99	
564	2.031720000000208	12.040199999998478	 TIRET 1L ¯EL D/UDRA¯.RUR	5997321740720	CHEMIA	12,99	szt			=	13983	5997321740720	TIRET 1L ¯EL D/UDRA¯.RUR	CHEMIA	12,99	
565	2.031730000000208	12.040209999998478	 TIMOTEI SZAMP__WO.250ML	8711700632942	KOSMETYKI	8,99	szt	cena 35.96z³/l		=	29656	8711700632942	TIMOTEI SZAMP__WO.250ML	KOSMETYKI	8,99	
566	2.031740000000208	12.040219999998477	 TIMOTEI SZAMP__WK.250ML	8711700632645	KOSMETYKI	8,99	szt	cena 35.96z³/l		=	30619	8711700632645	TIMOTEI SZAMP__WK.250ML	KOSMETYKI	8,99	
567	2.031750000000208	12.040229999998477	 TIMOTEI SZAMP__LB.250ML	8711700633475	KOSMETYKI	8,99	szt	cena 35.96z³/l		=	30623	8711700633475	TIMOTEI SZAMP__LB.250ML	KOSMETYKI	8,99	
568	2.031760000000208	12.040239999998477	 TIMOTEI SZAMP__IO.250ML	8711700632546	KOSMETYKI	8,99	szt	cena 35.96z³/l		=	30618	8711700632546	TIMOTEI SZAMP__IO.250ML	KOSMETYKI	8,99	
569	2.031770000000208	12.040249999998476	 TIMOTEI SZAMP__GB.250ML	8711700633314	KOSMETYKI	8,99	szt	cena 35.96z³/l		=	30621	8711700633314	TIMOTEI SZAMP__GB.250ML	KOSMETYKI	8,99	
570	2.031780000000208	12.040259999998476	 TIMOTEI SZAMP__2P.250ML	8711700638135	KOSMETYKI	8,99	szt	cena 35.96z³/l		=	30617	8711700638135	TIMOTEI SZAMP__2P.250ML	KOSMETYKI	8,99	
571	2.0317900000002083	12.040269999998475	 TIMOTEI SZAMP__2JM.250ML	8711700632416	KOSMETYKI	8,99	szt			=	30620	8711700632416	TIMOTEI SZAMP__2JM.250ML	KOSMETYKI	8,99	
572	2.0318000000002083	12.040279999998475	 TIMOTEI SZAMP_ZR 400ML	8711700631839	KOSMETYKI	8,99	szt	cena 22.47z³/l		=	26066	8711700631839	TIMOTEI SZAMP_ZR 400ML	KOSMETYKI	8,99	
573	2.0318100000002084	12.040289999998475	 TIMOTEI SZAMP_WO 400ML	8711700632003	KOSMETYKI	8,99	szt	cena 22.47z³/l		=	19104	8711700632003	TIMOTEI SZAMP_WO 400ML	KOSMETYKI	8,99	
574	2.0318200000002085	12.040299999998474	 TIMOTEI SZAMP_WK 400ML	8711700631747	KOSMETYKI	8,99	szt	cena 22.47z³/l		=	16162	8711700631747	TIMOTEI SZAMP_WK 400ML	KOSMETYKI	8,99	
575	2.0318300000002085	12.040309999998474	 TIMOTEI SZAMP_MB 400ML	8711700632331	KOSMETYKI	8,99	szt	cena 22.47z³/l		=	29163	8711700632331	TIMOTEI SZAMP_MB 400ML	KOSMETYKI	8,99	
576	2.0318400000002086	12.040319999998474	 TIMOTEI SZAMP_IO 400ML	8711700631662	KOSMETYKI	8,99	szt	cena 22.47z³/l		=	27089	8711700631662	TIMOTEI SZAMP_IO 400ML	KOSMETYKI	8,99	
577	2.0318500000002087	12.040329999998473	 TIMOTEI SZAMPON 400ML	8711700631570	KOSMETYKI	8,99	szt	cena 22.47z³/l		=	22136	8711700631570	TIMOTEI SZAMPON 400ML	KOSMETYKI	8,99	
578	2.0318600000002087	12.040339999998473	 TIMOTEI SZAMP.Z£.REFL.250ML	8718114432168	KOSMETYKI	6,99	szt	cena 27.96z³/l		=	12799	8718114432168	TIMOTEI SZAMP.Z£.REFL.250ML	KOSMETYKI	6,99	
579	2.031870000000209	12.040349999998472	 TIMOTEI SZAMP.WIN/CITR.250ML	8717644141113	KOSMETYKI	6,99	szt	cena 27.96z³/l		=	15012	8717644141113	TIMOTEI SZAMP.WIN/CITR.250ML	KOSMETYKI	6,99	
580	2.031880000000209	12.040359999998472	 TIMOTEI SZAMP.P/£UP.MEN	8717644419595	KOSMETYKI	6,99	szt	cena 27.96z³/l		=	18667	8717644419595	TIMOTEI SZAMP.P/£UP.MEN	KOSMETYKI	6,99	
581	2.031890000000209	12.040369999998472	 TIMOTEI SZAMP.MIG.VAN.250ML	8717644139578	KOSMETYKI	6,99	szt	cena 27.96z³/l		=	14448	8717644139578	TIMOTEI SZAMP.MIG.VAN.250ML	KOSMETYKI	6,99	
582	2.031900000000209	12.040379999998471	 TIMOTEI SZAMP.K.ARBUZ 250ML	8717644602157	KOSMETYKI	6,99	szt	cena 27.96z³/l		=	22212	8717644602157	TIMOTEI SZAMP.K.ARBUZ 250ML	KOSMETYKI	6,99	
583	2.031910000000209	12.040389999998471	 TIMOTEI SZAMP.HE.250ML	8717644141175	KOSMETYKI	6,99	szt	cena 27.96z³/l		=	24531	8717644141175	TIMOTEI SZAMP.HE.250ML	KOSMETYKI	6,99	
584	2.031920000000209	12.04039999999847	 TIMOTEI SZAMP.B-CZ.250ML	8717644138915	KOSMETYKI	6,99	szt	cena 27.96z³/l		=	28979	8717644138915	TIMOTEI SZAMP.B-CZ.250ML	KOSMETYKI	6,99	
585	2.031930000000209	12.04040999999847	 TIMOTEI SZAMP.2ŒWIE¯.250ML	8718114466897	KOSMETYKI	6,99	szt	cena 27.96z³/l		=	31328	8718114466897	TIMOTEI SZAMP.2ŒWIE¯.250ML	KOSMETYKI	6,99	
